,name,M_total_count,M_total_count_likes,recommend_all,MSK,SPB,KRD,KZN,BASHK,NVSB,SAMARA,Vk,Fb,Tw,Yt,Inst
5440,ZELENO,45 106,5,116,8908,3273,1777,583,507,1078,505,True,False,False,False,False
5441,Malrun,59 613,40,2 771,16948,6576,1858,629,0,1125,716,False,False,False,False,False
5442,Tim Myers,77 872,19,112,21629,9700,2388,1282,0,1643,950,False,False,False,False,False
5443,Future World Music,47 913,27,2 099,13723,4945,1689,744,651,932,605,False,False,False,False,False
5444,Colonel Bagshot,52 900,2,277,12055,4321,2460,815,675,831,0,False,False,False,False,False
5445,Moderat,18 118,104,5 451,5383,3035,625,306,187,272,229,False,False,False,False,False
5446,Руслана,38 599,8,749,10500,3590,1295,569,475,626,0,True,True,True,True,False
5447,Adeba,47 121,0,11,1802,646,324,95,94,140,0,False,False,False,False,False
5448,Titov,131 655,3,18,28382,11068,6682,2375,1975,2776,1621,False,False,False,False,False
5449,Charles in the Kitchen,45 502,3 069,56 004,11785,5104,1349,624,509,818,475,False,False,False,False,False
5450,Carlos Puebla,38 265,98,1 349,17386,6521,1855,589,0,819,0,False,False,False,False,False
5451,,29 112,142,4 176,6044,2797,775,492,441,604,0,False,False,False,False,False
5452,Astrid S,55 031,31,4 121,12955,5246,2077,1223,850,1039,716,False,True,True,True,True
5453,BaseFace,37 175,12,202,8990,4046,949,493,422,675,443,True,True,False,True,True
5454,Amazonics,92 876,15,72,24657,9923,4271,1556,0,1851,1201,False,False,False,False,False
5455,Pagan Fury,25 329,24,431,7530,2818,711,296,0,571,344,False,False,False,False,False
5456,Blue Wednesday,36 120,43,1 841,9813,4860,1310,802,548,801,524,False,False,False,False,False
5457,Specimen A,27 424,128,5 108,7650,4376,768,364,300,440,358,False,False,False,False,False
5458,Xamm,46 462,9,459,9085,3366,1880,826,690,844,579,False,False,False,False,False
5459,Moloko,37 441,68,4 571,48767,19383,10342,3341,2671,3888,0,False,False,False,False,False
5460,Vânia,47 112,2,20,11056,5250,1721,791,586,999,621,False,False,False,False,False
5461,Александр Башлачёв,13 445,277,20 773,5223,2547,464,217,187,312,181,False,False,False,False,False
5462,Mitiska,30 462,2,92,5079,2330,704,367,241,395,272,False,False,False,False,False
5463,Cerf,30 452,4,97,5075,2328,704,366,241,394,271,False,False,False,False,False
5464,Jarryd James,45 250,7,838,11941,5366,1487,871,516,766,0,False,False,False,False,False
5465,Jack Back,73 800,9,1 393,17809,6754,3461,1156,986,1538,0,False,False,False,False,False
5466,Jamie Cullum,37 006,55,3 969,11947,5322,1525,649,0,702,0,False,True,True,True,True
5467,Seraphine,30 007,44,336,1552,778,205,148,0,153,94,False,False,False,False,False
5468,Восточный округ,48 141,105,18 718,8398,3545,1258,659,653,780,501,True,False,False,False,False
5469,Kim Petras,80 193,73,971,8805,4013,1040,789,544,674,503,False,False,False,False,False
5470,Tornike Kipiani,25 576,6,31,6228,2760,751,388,209,306,0,False,False,False,False,False
5471,Крестовый туз,26 396,3 058,177 566,5500,2020,942,347,330,609,290,False,False,False,True,False
5472,Village People,52 460,13 012,667 364,14036,5914,1589,709,517,840,0,False,True,True,False,False
5473,Rabbit Junk,20 558,89,3 017,5253,2324,443,233,0,411,263,False,False,False,False,False
5474,Каспий,33 075,81,3 738,9588,3761,1040,597,462,649,432,True,True,True,True,True
5475,Andie Case,39 795,17,236,8846,4087,972,539,0,745,455,False,False,False,False,False
5476,Blonde Redhead,38 395,63,5 298,9369,4580,994,545,436,662,0,False,False,False,False,False
5477,brillion.,11 965,9,126,3364,1634,406,311,187,299,185,False,False,False,False,False
5478,Aquablue,49 379,0,47,9608,3417,2122,1002,824,1010,646,False,False,False,False,False
5479,Jon Kennedy,20 980,27,1 032,6534,3253,764,332,0,335,268,False,False,False,False,False
5480,Виктор Калина,48 276,4 123,74 707,9960,3400,2017,737,673,1204,580,True,False,False,True,False
5481,Unzucht,28 092,52,1 024,7872,2964,657,0,0,539,310,False,False,False,False,False
5482,Warriyo,45 468,13,377,10258,3997,1452,651,559,731,0,False,False,False,False,False
5483,Veriko,55 662,4,16,12409,4158,3004,764,0,1174,0,False,False,False,False,False
5484,VAVILLA,150 266,13,17,33713,12735,7671,2404,2037,3075,0,False,False,False,False,False
5485,David Arkenstone,35 749,52,2 614,10091,3884,1283,554,498,671,0,False,False,False,False,False
5486,Blue Marble,54 289,641,911,15128,7144,1857,939,723,1097,758,False,False,False,False,False
5487,Eliza Doolittle,42 804,3,370,79,30,8,0,4,0,0,False,True,True,True,False
5488,Guido Negraszus,19 558,20,903,5255,1948,857,260,0,405,254,False,False,False,False,False
5489,Subcarpați,19 569,43,1 339,5856,2606,761,316,239,308,244,False,False,False,False,False
5490,D-MAN 55,28 032,39,2 643,3834,1376,496,177,162,252,150,True,True,False,True,False
5491,,34 393,131,629,8293,4176,827,553,447,660,450,False,False,False,False,False
5492,TVORCHI,54 407,20,378,14292,6963,2306,1182,743,1149,798,False,False,False,False,False
5493,BIG ALI,46 978,3,213,916,338,108,56,39,58,0,False,False,False,False,False
5494,The Tokens,43 144,6,410,12758,4900,1363,664,539,627,0,False,False,False,False,False
5495,Tor,17 889,30,377,5090,2610,690,259,0,304,222,False,False,False,False,False
5496,Michelle Simonal,92 372,17,194,24484,9849,4202,1531,0,1814,1176,False,False,False,False,False
5497,OMFG,87 295,157,8 479,20055,6545,2217,1472,1114,1306,0,False,False,False,False,False
5498,Felipe Hunt,60 650,0,256,12615,4722,2713,1121,1005,1053,0,False,False,False,False,False
5499,Kaytranada,31 872,56,3 943,8626,4229,977,613,385,503,389,False,True,True,True,True
5500,MiZavi,69 344,1,9,13106,4713,3411,1121,988,1611,0,False,False,False,False,False
5501,Дилижанс,29 805,183,4 191,7018,1916,1136,409,384,486,0,False,False,False,False,False
5502,Gaelle,42 499,14,761,11994,4523,2000,601,0,675,0,False,False,False,False,False
5503,Lemongrass,34 808,35,3 183,9956,3965,1541,595,425,642,0,False,False,False,False,False
5504,Marcus Layton,46 121,10,172,13253,5262,1806,1122,869,1047,725,False,False,False,False,False
5505,Dave Brubeck Quartet,38 356,118,6 811,12571,5322,1285,522,0,673,0,False,False,False,False,False
5506,Паскаль,41 565,78,4 292,10073,3634,1687,621,528,640,0,False,False,False,False,False
5507,Domenico,54 802,5,1 329,12001,4512,3038,769,618,1072,0,False,False,False,False,False
5508,Ислам Идигов,22 086,2 472,12 365,4351,1215,1354,339,310,403,0,False,False,False,False,False
5509,Falling In Reverse,58 615,3 155,112 549,14061,6544,1735,716,669,1150,712,False,False,False,False,False
5510,Thomas Krüger,46 975,429,8 546,12452,5109,1630,650,0,845,506,False,True,False,True,True
5511,BY BABA YAGA,48 285,18,1 014,11506,3955,1706,613,502,898,496,False,False,False,False,False
5512,,25 430,14,257,8149,2794,789,542,332,520,333,False,False,False,False,False
5513,One Hour Music,175 408,16,2 455,57502,19367,6106,3905,2640,3247,2324,False,False,False,False,False
5514,Nujabes,14 222,157,6 163,4671,2529,408,292,231,255,212,False,False,False,False,False
5515,Billy's Band,13 873,748,82 335,4198,2505,464,175,0,282,159,True,True,True,True,False
5516,Paradise Lost,13 319,238,18 005,3498,1472,389,0,0,243,145,False,True,True,True,True
5517,Полюса,28 744,97,6 775,8185,4125,970,372,350,605,0,True,True,True,True,True
5518,Yuksek,35 155,17,42 617,10698,4704,1414,613,439,605,0,False,True,True,False,True
5519,ЁЖИК,60 093,41,330,13691,5088,1801,1076,851,1110,771,False,False,False,False,False
5520,BALADJA,75 050,3,154,14541,5354,3029,1437,1192,1614,1026,True,False,False,False,True
5521,Vigiland,39 847,7,2 911,10975,4338,1115,760,542,698,481,False,False,False,False,False
5522,Михаил Файбушевич,30 413,4,48,8270,2525,1179,411,368,469,356,False,False,False,False,False
5523,Alan Doyle,34 930,6,11,9525,3756,839,428,370,755,402,False,False,False,False,False
5524,My My Snake Eyes,88 037,449,8 443,24314,10006,4160,1240,0,1607,0,False,False,False,False,False
5525,Игорь Гатауллин,30 362,4,36,8255,2518,1179,411,368,469,355,False,False,False,False,False
5526,Сергей Рыжов,30 362,0,26,8255,2518,1179,411,368,469,355,False,False,False,False,False
5527,K.I.Z,37 537,34,1 298,7825,3427,1191,568,451,596,399,False,False,False,False,False
5528,Tata Simonyan,17 140,310,13 394,5058,1084,1810,151,0,216,0,False,True,False,False,False
5529,Strike,31 220,63,3 312,7076,2814,944,369,381,590,379,True,True,False,True,False
5530,Moldanazar,14 014,689,6 617,332,0,0,0,0,0,0,False,False,False,False,False
5531,"nothing,nowhere.",49 862,153,4 908,15397,7912,1743,1199,900,1329,994,False,True,True,True,True
5532,Дмитрий Романов,41 112,534,1 760,10748,3644,2412,718,717,1284,604,False,False,False,False,False
5533,Puggy,27 748,21,965,9621,4725,770,493,333,642,396,False,False,False,False,False
5534,Steven Mudd,73 685,17,662,20727,8404,2522,1359,980,1341,910,False,True,False,True,True
5535,The Вепри,12 426,834,5 468,2751,1222,318,251,180,205,206,False,False,False,False,False
5536,Beach Bunny,26 067,102,1 378,6412,3201,686,561,456,527,361,False,False,False,False,False
5537,Under This,20 740,17,1 010,5818,2791,589,239,0,397,279,False,False,False,False,False
5538,Timeflies,65 252,5,1 242,16322,5910,1944,1010,781,1065,0,False,True,True,True,True
5539,Ya Rick,58 520,8,293,12666,5302,3021,1233,1027,1403,867,False,False,False,False,False
5540,МурKISS,26 038,6,397,5411,1702,1012,363,369,598,321,False,False,False,False,False
5541,Blanks,27 054,20,547,7413,3811,776,564,357,552,393,False,False,False,False,False
5542,Albert Marzinotto,68 171,1,7,14877,5840,3410,904,714,1295,0,False,False,False,False,False
5543,Лапатушки,100 824,79,113,30776,10104,3316,2215,1532,1770,0,True,True,False,True,True
5544,STED.D,28 155,207,10 858,4444,2357,666,398,325,504,358,True,False,True,True,True
5545,RAY BLK,41 355,15,4 225,10134,3734,1696,723,527,626,0,False,True,True,True,True
5546,Calippo,39 297,26,1 492,9911,4347,1691,789,589,812,589,False,False,False,False,False
5547,Neteta,48 636,3,271,11498,4510,2530,710,563,894,0,True,True,False,True,True
5548,Sweepz,30 976,9,46,6528,2929,788,450,303,528,363,False,False,False,False,False
5549,TONEVA,43 376,5,54,10583,3803,1687,722,578,782,0,False,False,False,False,False
5550,Wiener Philharmoniker,42 473,64,69 233,13202,5113,1235,616,0,651,447,False,True,True,False,False
5551,Артур Саркисян,29 282,537,11 822,5283,1468,2231,445,385,428,0,False,False,False,False,False
5552,Emre Kabak,20 364,16,121,4312,1818,855,381,259,461,246,False,False,False,False,False
5553,Райс,30 608,28,807,6133,2978,779,671,519,539,461,True,False,False,False,True
5554,abdr.,42 595,24,3 046,8064,3035,1259,941,625,583,0,False,False,False,False,False
5555,Alborosie,32 092,958,55 728,8319,3527,1311,433,393,502,375,False,False,False,False,False
5556,Sung,33 070,30,1 019,9523,3755,816,402,0,637,411,False,False,False,False,False
5557,Safia,37 667,3,370,9518,4115,1153,575,0,742,436,False,False,False,False,False
5558,Giusy Ferreri,18 915,11,697,5154,1681,615,191,0,266,167,False,False,False,False,False
5559,Любовные истории,11 774,8,365,9730,3288,1657,715,542,743,0,False,False,False,False,False
5560,Vladimir Dantes,21 867,23,301,5831,2556,702,392,0,486,293,False,False,False,False,False
5561,Ai Mori,43 338,140,2 530,1623,690,165,100,88,114,0,False,False,False,False,False
5562,Lil' Kim,47 847,5,934,11068,4522,1356,570,0,704,442,False,True,False,True,False
5563,Шапито,38 025,16,734,10252,4308,1185,709,528,778,465,True,True,False,True,True
5564,Alexei Shkurko,62 088,11,395,11341,4145,2560,1245,1089,1132,729,False,False,False,False,False
5565,EVAN GIIA,61 845,3,45,7640,3442,1172,598,443,631,437,False,True,True,True,True
5566,VetLove,30 954,18,233,7617,2904,1589,591,482,740,448,False,False,False,False,False
5567,KOREL,40 613,14,443,8128,3315,1285,835,657,746,563,True,False,False,False,True
5568,Егор и Опизденевшие,20 910,353,11 659,6110,2843,534,265,227,358,250,False,False,False,False,False
5569,Bmb Spacekid,50 532,5,343,519,277,74,51,35,29,34,True,True,True,True,False
5570,James Gillespie,85 902,10,59,20969,8935,2921,1756,1204,1543,1054,False,True,True,True,True
5571,Leila,15 167,4,3 992,1979,988,190,118,91,141,0,True,False,False,False,True
5572,холли ветролов,32 468,7,22,8053,3018,1380,695,521,680,450,True,False,False,True,True
5573,SOHN,34 534,36,3 113,10234,4889,1133,660,0,641,423,False,True,True,True,True
5574,Gregor Salto,56 997,4,187,14412,6008,1848,824,615,830,590,False,False,False,False,False
5575,K. Melody,32 927,28,1 021,5647,2049,1308,455,305,562,290,False,False,False,False,False
5576,fox capture plan,16 036,79,5 939,5295,2289,466,226,0,274,226,False,True,True,False,False
5577,Will Barber,40 310,1 325,27 598,10546,4407,1494,494,0,713,0,False,False,False,False,False
5578,Lucky Charmes,58 275,6,770,15704,6371,2330,910,721,1211,0,False,False,False,False,False
5579,Gayo,51 810,10,169,9550,3127,2680,1313,1036,836,0,False,False,False,False,False
5580,Station Earth,40 494,14,23,11074,5190,1253,610,474,797,535,False,False,False,False,False
5581,МОДЫ,33 908,77,2 981,10019,4165,1099,548,428,614,454,True,True,False,True,True
5582,Thomas Sykes,59 984,0,5,15536,5824,2489,1048,861,1102,723,False,False,False,False,False
5583,Aris,52 600,2,12 342,11887,4765,2088,761,0,993,0,False,True,False,False,True
5584,Claydee,36 508,4,499,9064,3066,1476,719,569,541,0,False,True,True,True,True
5585,Maribou State,36 909,30,1 122,9871,4667,1301,705,0,631,432,False,False,False,False,False
5586,Lacrimosa,13 551,576,17 946,3923,1554,419,134,0,281,143,False,True,True,True,False
5587,Chrissy Costanza,40 900,0,76,9663,4164,1290,639,491,863,0,False,False,False,False,False
5588,Иван Детцель,26 488,8,57,5022,1808,1192,413,375,630,328,False,False,False,False,False
5589,Study Alpha Waves,19 809,5,33,5742,2320,635,401,0,432,255,False,False,False,False,False
5590,YUNA,55 579,10,1 786,10544,4534,1911,797,554,860,535,False,True,True,True,True
5591,French 79,21 326,24,852,6340,3236,628,395,287,405,295,False,False,False,False,False
5592,Myles Kennedy,27 903,76,857,6791,2591,640,269,0,474,288,False,False,False,False,False
5593,Truf,58 200,1,402,11415,4902,2015,956,779,869,589,False,False,False,False,False
5594,Михаил Шелег,50 421,1 993,66 852,10647,3474,2085,547,567,1017,0,True,False,False,False,False
5595,I See Stars,19 875,271,16 571,4682,2384,570,261,0,362,255,False,True,True,False,True
5596,Женя Ефимова,22 743,81,771,1498,703,219,110,77,127,90,False,False,False,False,False
5597,Miguel Migs,23 073,24,932,7031,2823,1067,396,282,384,342,False,True,False,False,False
5598,Natasha Blume,39 037,5,781,9113,3830,1444,548,0,777,0,False,False,False,False,False
5599,Theodor Bastard,21 898,153,11 049,5619,2586,610,277,230,412,0,True,True,True,False,False
5600,Bad Balance,23 623,90,17 934,7282,2850,693,329,274,326,237,True,True,False,False,True
5601,Sotiria,39 650,57,702,11695,4080,1098,567,480,676,404,False,False,False,False,False
5602,Phonique,44 911,15,1 253,9975,4218,2268,641,479,781,511,False,False,False,False,False
5603,ДжиАш,110 680,2,2 207,22697,8059,5098,2260,1943,2169,1284,False,False,False,False,True
5604,Raury,36 612,21,437,9848,5115,941,614,0,725,415,False,True,True,True,False
5605,Buddy Guy,29 205,1 108,76 412,8602,3553,1201,365,0,501,318,False,True,True,True,True
5606,Day Wave,29 209,34,341,7163,4267,698,594,364,551,395,False,False,False,False,False
5607,ILWT,17 999,89,4 313,7446,2816,432,218,146,193,255,True,True,False,True,False
5608,Youth Group,41 550,11,644,11392,5343,1106,729,502,727,457,False,False,False,False,False
5609,Bill Medley,45 805,1,702,14323,5238,1592,624,0,655,478,False,False,False,False,False
5610,Frankie Valli,37 216,12,456,12107,5034,1227,464,0,629,0,False,False,False,False,False
5611,Tinie Tempah,85 681,25,9 404,14882,5919,2028,1069,795,1017,662,False,True,True,True,True
5612,Bruno Be,48 146,16,2 125,11471,4669,2343,780,649,918,0,False,False,False,False,False
5613,Owl City,26 029,68,7 146,7153,2961,687,514,373,428,286,False,True,True,True,False
5614,Metaharmoniks,39 883,45,1 750,11710,4994,1759,464,0,712,0,False,False,False,False,False
5615,,25 591,71,587,6912,2636,867,407,317,461,0,False,False,False,False,False
5616,Lauren Bennett,51 079,0,83,2203,832,219,150,96,107,92,False,False,False,False,False
5617,4 Strings,138 510,9 428,547 140,33337,12305,6247,2157,1932,2697,1491,False,False,False,False,False
5618,,47 884,33,20 109,15742,5782,1187,482,458,757,519,False,False,False,False,False
5619,Tsar B,40 135,251,463,8680,4112,1347,656,0,644,411,False,False,False,False,False
5620,Соль земли,17 112,66,7 597,4518,1696,621,226,189,304,0,True,False,False,False,False
5621,Алан Сильвестри,29 366,38,2 097,10847,4046,1002,608,449,637,0,False,True,True,False,False
5622,Laleh,64 731,13,1 084,17336,6498,2855,1001,0,1265,0,False,True,True,True,True
5623,Sebastien,152 268,3,95,37506,14448,6714,2479,1991,2666,0,False,False,False,False,False
5624,DJ Radik,24 681,1 242,26 748,4118,614,385,4352,3783,0,1351,True,True,False,True,True
5625,Unicq,37 144,137,6 715,9951,3685,1583,625,483,669,0,False,False,False,False,False
5626,K'NAAN,66 827,13,723,17903,6886,1807,1087,829,1042,736,False,False,False,False,False
5627,Melodicka Bros,33 283,59,218,7838,3269,770,357,0,621,400,False,False,False,False,False
5628,Lera Banina,28 965,543,10 125,7849,3465,924,411,353,575,333,False,False,False,False,False
5629,Electric Universe,21 698,1 011,54 207,7495,2051,587,334,233,328,236,False,False,False,False,False
5630,Siamese,31 019,39,217,7502,3437,831,386,0,633,408,False,False,False,False,False
